B01003_001E,NAME,GEOID,zip code tabulation area
33205,ZCTA5 00738,86000US00738,00738
37970,ZCTA5 00739,86000US00739,00739
1515,ZCTA5 00740,86000US00740,00740
5514,ZCTA5 00741,86000US00741,00741
53797,ZCTA5 00745,86000US00745,00745
22777,ZCTA5 00751,86000US00751,00751
39651,ZCTA5 00754,86000US00754,00754
22913,ZCTA5 00757,86000US00757,00757
8993,ZCTA5 00765,86000US00765,00765
24875,ZCTA5 00766,86000US00766,00766
36340,ZCTA5 00767,86000US00767,00767
39670,ZCTA5 00769,86000US00769,00769
38340,ZCTA5 00771,86000US00771,00771
21478,ZCTA5 00772,86000US00772,00772
19497,ZCTA5 00773,86000US00773,00773
1554,ZCTA5 00775,86000US00775,00775
40570,ZCTA5 00777,86000US00777,00777
46765,ZCTA5 00778,86000US00778,00778
13016,ZCTA5 00780,86000US00780,00780
18530,ZCTA5 00782,86000US00782,00782
35151,ZCTA5 00783,86000US00783,00783
42625,ZCTA5 00784,86000US00784,00784
288,ZCTA5 00786,86000US00786,00786
50809,ZCTA5 00791,86000US00791,00791
30215,ZCTA5 00794,86000US00794,00794
46450,ZCTA5 00795,86000US00795,00795
6132,ZCTA5 00901,86000US00901,00901
73,ZCTA5 00906,86000US00906,00906
17382,ZCTA5 00907,86000US00907,00907
5616,ZCTA5 00909,86000US00909,00909
7444,ZCTA5 00911,86000US00911,00911
5979,ZCTA5 00912,86000US00912,00912
8122,ZCTA5 00913,86000US00913,00913
29387,ZCTA5 00915,86000US00915,00915
19086,ZCTA5 00917,86000US00917,00917
16552,ZCTA5 00918,86000US00918,00918
17995,ZCTA5 00920,86000US00920,00920
37696,ZCTA5 00921,86000US00921,00921
26591,ZCTA5 00923,86000US00923,00923
54584,ZCTA5 00924,86000US00924,00924
6899,ZCTA5 00925,86000US00925,00925
104645,ZCTA5 00926,86000US00926,00926
14447,ZCTA5 00927,86000US00927,00927
67,ZCTA5 00934,86000US00934,00934
731,ZCTA5 00936,86000US00936,00936
78552,ZCTA5 00949,86000US00949,00949
0,ZCTA5 00950,86000US00950,00950
15,ZCTA5 00951,86000US00951,00951
9363,ZCTA5 00952,86000US00952,00952
73099,ZCTA5 00953,86000US00953,00953
74529,ZCTA5 00956,86000US00956,00956
43336,ZCTA5 00957,86000US00957,00957
48168,ZCTA5 00959,86000US00959,00959
2355,ZCTA5 00960,86000US00960,00960
30978,ZCTA5 00961,86000US00961,00961
20975,ZCTA5 00962,86000US00962,00962
8483,ZCTA5 00965,86000US00965,00965
16058,ZCTA5 00966,86000US00966,00966
3492,ZCTA5 00968,86000US00968,00968
43021,ZCTA5 00969,86000US00969,00969
29095,ZCTA5 00971,86000US00971,00971
61762,ZCTA5 00976,86000US00976,00976
15234,ZCTA5 00979,86000US00979,00979
15029,ZCTA5 00982,86000US00982,00982
39407,ZCTA5 00983,86000US00983,00983
33653,ZCTA5 00985,86000US00985,00985
60377,ZCTA5 00987,86000US00987,00987
17438,ZCTA5 01001,86000US01001,01001
29780,ZCTA5 01002,86000US01002,01002
11241,ZCTA5 01003,86000US01003,01003
5201,ZCTA5 01005,86000US01005,01005
14838,ZCTA5 01007,86000US01007,01007
1171,ZCTA5 01008,86000US01008,01008
429,ZCTA5 01009,86000US01009,01009
3695,ZCTA5 01010,86000US01010,01010
1506,ZCTA5 01011,86000US01011,01011
539,ZCTA5 01012,86000US01012,01012
22394,ZCTA5 01013,86000US01013,01013
30952,ZCTA5 01020,86000US01020,01020
2840,ZCTA5 01022,86000US01022,01022
1036,ZCTA5 01026,86000US01026,01026
17787,ZCTA5 01027,86000US01027,01027
16017,ZCTA5 01028,86000US01028,01028
717,ZCTA5 01029,86000US01029,01029
11250,ZCTA5 01030,86000US01030,01030
1369,ZCTA5 01031,86000US01031,01031
611,ZCTA5 01032,86000US01032,01032
6304,ZCTA5 01033,86000US01033,01033
2190,ZCTA5 01034,86000US01034,01034
5324,ZCTA5 01035,86000US01035,01035
5179,ZCTA5 01036,86000US01036,01036
731,ZCTA5 01037,86000US01037,01037
2794,ZCTA5 01038,86000US01038,01038
1236,ZCTA5 01039,86000US01039,01039
40342,ZCTA5 01040,86000US01040,01040
2513,ZCTA5 01050,86000US01050,01050
1772,ZCTA5 01053,86000US01053,01053
1993,ZCTA5 01054,86000US01054,01054
21348,ZCTA5 01056,86000US01056,01056
8712,ZCTA5 01057,86000US01057,01057
15229,ZCTA5 01060,86000US01060,01060
11029,ZCTA5 01062,86000US01062,01062
572,ZCTA5 01063,86000US01063,01063
10,ZCTA5 01066,86000US01066,01066
1803,ZCTA5 01068,86000US01068,01068
8976,ZCTA5 01069,86000US01069,01069
565,ZCTA5 01070,86000US01070,01070
1318,ZCTA5 01071,86000US01071,01071
1465,ZCTA5 01072,86000US01072,01072
6022,ZCTA5 01073,86000US01073,01073
247,ZCTA5 01074,86000US01074,01074
17781,ZCTA5 01075,86000US01075,01075
9640,ZCTA5 01077,86000US01077,01077
593,ZCTA5 01079,86000US01079,01079
2286,ZCTA5 01080,86000US01080,01080
1720,ZCTA5 01081,86000US01081,01081
10460,ZCTA5 01082,86000US01082,01082
2960,ZCTA5 01083,86000US01083,01083
155,ZCTA5 01084,86000US01084,01084
41509,ZCTA5 01085,86000US01085,01085
685,ZCTA5 01086,86000US01086,01086
493,ZCTA5 01088,86000US01088,01088
28600,ZCTA5 01089,86000US01089,01089
1291,ZCTA5 01092,86000US01092,01092
307,ZCTA5 01093,86000US01093,01093
336,ZCTA5 01094,86000US01094,01094
14514,ZCTA5 01095,86000US01095,01095
2494,ZCTA5 01096,86000US01096,01096
31,ZCTA5 01097,86000US01097,01097
1149,ZCTA5 01098,86000US01098,01098
2564,ZCTA5 01103,86000US01103,01103
23485,ZCTA5 01104,86000US01104,01104
12027,ZCTA5 01105,86000US01105,01105
16007,ZCTA5 01106,86000US01106,01106
11224,ZCTA5 01107,86000US01107,01107
27342,ZCTA5 01108,86000US01108,01108
30541,ZCTA5 01109,86000US01109,01109
14453,ZCTA5 01118,86000US01118,01118
13269,ZCTA5 01119,86000US01119,01119
2498,ZCTA5 01128,86000US01128,01128
7377,ZCTA5 01129,86000US01129,01129
9037,ZCTA5 01151,86000US01151,01151
0,ZCTA5 01199,86000US01199,01199
45328,ZCTA5 01201,86000US01201,01201
8391,ZCTA5 01220,86000US01220,01220
812,ZCTA5 01222,86000US01222,01222
2294,ZCTA5 01223,86000US01223,01223
138,ZCTA5 01224,86000US01224,01224
3124,ZCTA5 01225,86000US01225,01225
6892,ZCTA5 01226,86000US01226,01226
114,ZCTA5 01229,86000US01229,01229
8048,ZCTA5 01230,86000US01230,01230
2866,ZCTA5 01235,86000US01235,01235
1538,ZCTA5 01236,86000US01236,01236
2841,ZCTA5 01237,86000US01237,01237
5950,ZCTA5 01238,86000US01238,01238
4603,ZCTA5 01240,86000US01240,01240
394,ZCTA5 01242,86000US01242,01242
374,ZCTA5 01243,86000US01243,01243
115,ZCTA5 01244,86000US01244,01244
950,ZCTA5 01245,86000US01245,01245
15737,ZCTA5 01247,86000US01247,01247
708,ZCTA5 01253,86000US01253,01253
954,ZCTA5 01254,86000US01254,01254
852,ZCTA5 01255,86000US01255,01255
796,ZCTA5 01256,86000US01256,01256
2203,ZCTA5 01257,86000US01257,01257
334,ZCTA5 01258,86000US01258,01258
563,ZCTA5 01259,86000US01259,01259
485,ZCTA5 01260,86000US01260,01260
1239,ZCTA5 01262,86000US01262,01262
153,ZCTA5 01264,86000US01264,01264
1430,ZCTA5 01266,86000US01266,01266
7884,ZCTA5 01267,86000US01267,01267
789,ZCTA5 01270,86000US01270,01270
17766,ZCTA5 01301,86000US01301,01301
1432,ZCTA5 01330,86000US01330,01330
13290,ZCTA5 01331,86000US01331,01331
2593,ZCTA5 01337,86000US01337,01337
196,ZCTA5 01338,86000US01338,01338
1378,ZCTA5 01339,86000US01339,01339
1686,ZCTA5 01340,86000US01340,01340
1711,ZCTA5 01341,86000US01341,01341
1616,ZCTA5 01342,86000US01342,01342
46,ZCTA5 01343,86000US01343,01343
1559,ZCTA5 01344,86000US01344,01344
496,ZCTA5 01346,86000US01346,01346
143,ZCTA5 01347,86000US01347,01347
1078,ZCTA5 01349,86000US01349,01349
104,ZCTA5 01350,86000US01350,01350
2212,ZCTA5 01351,86000US01351,01351
1641,ZCTA5 01354,86000US01354,01354
925,ZCTA5 01355,86000US01355,01355
3022,ZCTA5 01360,86000US01360,01360
7880,ZCTA5 01364,86000US01364,01364
1167,ZCTA5 01366,86000US01366,01366
666,ZCTA5 01367,86000US01367,01367
1336,ZCTA5 01368,86000US01368,01368
3990,ZCTA5 01370,86000US01370,01370
4355,ZCTA5 01373,86000US01373,01373
3680,ZCTA5 01375,86000US01375,01375
5275,ZCTA5 01376,86000US01376,01376
726,ZCTA5 01378,86000US01378,01378
843,ZCTA5 01379,86000US01379,01379
40462,ZCTA5 01420,86000US01420,01420
6160,ZCTA5 01430,86000US01430,01430
3177,ZCTA5 01431,86000US01431,01431
7489,ZCTA5 01432,86000US01432,01432
1658,ZCTA5 01434,86000US01434,01434
3897,ZCTA5 01436,86000US01436,01436
553,ZCTA5 01438,86000US01438,01438
20320,ZCTA5 01440,86000US01440,01440
11120,ZCTA5 01450,86000US01450,01450
4758,ZCTA5 01451,86000US01451,01451
4474,ZCTA5 01452,86000US01452,01452
41206,ZCTA5 01453,86000US01453,01453
9359,ZCTA5 01460,86000US01460,01460
11029,ZCTA5 01462,86000US01462,01462
11953,ZCTA5 01463,86000US01463,01463
7436,ZCTA5 01464,86000US01464,01464
472,ZCTA5 01467,86000US01467,01467
3717,ZCTA5 01468,86000US01468,01468
7348,ZCTA5 01469,86000US01469,01469
7414,ZCTA5 01473,86000US01473,01473
1934,ZCTA5 01474,86000US01474,01474
10542,ZCTA5 01475,86000US01475,01475
16208,ZCTA5 01501,86000US01501,01501
2957,ZCTA5 01503,86000US01503,01503
9078,ZCTA5 01504,86000US01504,01504
4432,ZCTA5 01505,86000US01505,01505
3405,ZCTA5 01506,86000US01506,01506
13215,ZCTA5 01507,86000US01507,01507
13727,ZCTA5 01510,86000US01510,01510
2198,ZCTA5 01515,86000US01515,01515
8650,ZCTA5 01516,86000US01516,01516
2951,ZCTA5 01518,86000US01518,01518
6301,ZCTA5 01519,86000US01519,01519
14929,ZCTA5 01520,86000US01520,01520
2498,ZCTA5 01521,86000US01521,01521
3089,ZCTA5 01522,86000US01522,01522
7877,ZCTA5 01523,86000US01523,01523
6827,ZCTA5 01524,86000US01524,01524
138,ZCTA5 01525,86000US01525,01525
13391,ZCTA5 01527,86000US01527,01527
3208,ZCTA5 01529,86000US01529,01529
1133,ZCTA5 01531,86000US01531,01531
14814,ZCTA5 01532,86000US01532,01532
6378,ZCTA5 01534,86000US01534,01534
4734,ZCTA5 01535,86000US01535,01535
7634,ZCTA5 01536,86000US01536,01536
2444,ZCTA5 01537,86000US01537,01537
11112,ZCTA5 01540,86000US01540,01540
3456,ZCTA5 01541,86000US01541,01541
2110,ZCTA5 01542,86000US01542,01542
8316,ZCTA5 01543,86000US01543,01543
35963,ZCTA5 01545,86000US01545,01545
16802,ZCTA5 01550,86000US01550,01550
4558,ZCTA5 01560,86000US01560,01560
141,ZCTA5 01561,86000US01561,01561
11773,ZCTA5 01562,86000US01562,01562
7896,ZCTA5 01564,86000US01564,01564
6469,ZCTA5 01566,86000US01566,01566
7468,ZCTA5 01568,86000US01568,01568
13828,ZCTA5 01569,86000US01569,01569
16827,ZCTA5 01570,86000US01570,01570
11515,ZCTA5 01571,86000US01571,01571
18611,ZCTA5 01581,86000US01581,01581
7442,ZCTA5 01583,86000US01583,01583
4664,ZCTA5 01585,86000US01585,01585
9668,ZCTA5 01588,86000US01588,01588
9080,ZCTA5 01590,86000US01590,01590
23709,ZCTA5 01602,86000US01602,01602
20053,ZCTA5 01603,86000US01603,01603
35441,ZCTA5 01604,86000US01604,01604
28242,ZCTA5 01605,86000US01605,01605
19209,ZCTA5 01606,86000US01606,01606
9288,ZCTA5 01607,86000US01607,01607
3275,ZCTA5 01608,86000US01608,01608
20916,ZCTA5 01609,86000US01609,01609
23912,ZCTA5 01610,86000US01610,01610
2548,ZCTA5 01611,86000US01611,01611
4895,ZCTA5 01612,86000US01612,01612
31949,ZCTA5 01701,86000US01701,01701
38573,ZCTA5 01702,86000US01702,01702
415,ZCTA5 01718,86000US01718,01718
5137,ZCTA5 01719,86000US01719,01719
22436,ZCTA5 01720,86000US01720,01720
17159,ZCTA5 01721,86000US01721,01721
13847,ZCTA5 01730,86000US01730,01730
2082,ZCTA5 01731,86000US01731,01731
5067,ZCTA5 01740,86000US01740,01740
5074,ZCTA5 01741,86000US01741,01741
19345,ZCTA5 01742,86000US01742,01742
373,ZCTA5 01745,86000US01745,01745
14197,ZCTA5 01746,86000US01746,01746
5942,ZCTA5 01747,86000US01747,01747
15925,ZCTA5 01748,86000US01748,01748
19602,ZCTA5 01749,86000US01749,01749
39425,ZCTA5 01752,86000US01752,01752
10459,ZCTA5 01754,86000US01754,01754
5938,ZCTA5 01756,86000US01756,01756
28543,ZCTA5 01757,86000US01757,01757
34683,ZCTA5 01760,86000US01760,01760
4245,ZCTA5 01770,86000US01770,01770
9536,ZCTA5 01772,86000US01772,01772
5262,ZCTA5 01773,86000US01773,01773
6957,ZCTA5 01775,86000US01775,01775
18397,ZCTA5 01776,86000US01776,01776
13562,ZCTA5 01778,86000US01778,01778
39609,ZCTA5 01801,86000US01801,01801
25467,ZCTA5 01803,86000US01803,01803
34616,ZCTA5 01810,86000US01810,01810
31607,ZCTA5 01821,86000US01821,01821
25669,ZCTA5 01824,86000US01824,01824
30633,ZCTA5 01826,86000US01826,01826
3343,ZCTA5 01827,86000US01827,01827
26499,ZCTA5 01830,86000US01830,01830
22397,ZCTA5 01832,86000US01832,01832
8441,ZCTA5 01833,86000US01833,01833
6646,ZCTA5 01834,86000US01834,01834
13183,ZCTA5 01835,86000US01835,01835
5165,ZCTA5 01840,86000US01840,01840
48242,ZCTA5 01841,86000US01841,01841
25397,ZCTA5 01843,86000US01843,01843
48607,ZCTA5 01844,86000US01844,01844
29271,ZCTA5 01845,86000US01845,01845
16006,ZCTA5 01850,86000US01850,01850
30022,ZCTA5 01851,86000US01851,01851
33822,ZCTA5 01852,86000US01852,01852
29557,ZCTA5 01854,86000US01854,01854
6601,ZCTA5 01860,86000US01860,01860
10985,ZCTA5 01862,86000US01862,01862
9088,ZCTA5 01863,86000US01863,01863
15396,ZCTA5 01864,86000US01864,01864
24852,ZCTA5 01867,86000US01867,01867
29479,ZCTA5 01876,86000US01876,01876
12053,ZCTA5 01879,86000US01879,01879
25819,ZCTA5 01880,86000US01880,01880
23232,ZCTA5 01886,86000US01886,01886
23141,ZCTA5 01887,86000US01887,01887
22075,ZCTA5 01890,86000US01890,01890
1371,ZCTA5 01901,86000US01901,01901
47052,ZCTA5 01902,86000US01902,01902
17521,ZCTA5 01904,86000US01904,01904
25668,ZCTA5 01905,86000US01905,01905
27620,ZCTA5 01906,86000US01906,01906
14217,ZCTA5 01907,86000US01907,01907
3454,ZCTA5 01908,86000US01908,01908
16907,ZCTA5 01913,86000US01913,01913
40670,ZCTA5 01915,86000US01915,01915
8138,ZCTA5 01921,86000US01921,01921
2803,ZCTA5 01922,86000US01922,01922
27266,ZCTA5 01923,86000US01923,01923
3608,ZCTA5 01929,86000US01929,01929
29399,ZCTA5 01930,86000US01930,01930
134,ZCTA5 01937,86000US01937,01937
13616,ZCTA5 01938,86000US01938,01938
12944,ZCTA5 01940,86000US01940,01940
5286,ZCTA5 01944,86000US01944,01944
20270,ZCTA5 01945,86000US01945,01945
9436,ZCTA5 01949,86000US01949,01949
17766,ZCTA5 01950,86000US01950,01950
4051,ZCTA5 01951,86000US01951,01951
8672,ZCTA5 01952,86000US01952,01952
51729,ZCTA5 01960,86000US01960,01960
7111,ZCTA5 01966,86000US01966,01966
6081,ZCTA5 01969,86000US01969,01969
42332,ZCTA5 01970,86000US01970,01970
8102,ZCTA5 01982,86000US01982,01982
6379,ZCTA5 01983,86000US01983,01983
5092,ZCTA5 01984,86000US01984,01984
4427,ZCTA5 01985,86000US01985,01985
16682,ZCTA5 02019,86000US02019,02019
22276,ZCTA5 02021,86000US02021,02021
8281,ZCTA5 02025,86000US02025,02025
25224,ZCTA5 02026,86000US02026,02026
5814,ZCTA5 02030,86000US02030,02030
4080,ZCTA5 02032,86000US02032,02032
17243,ZCTA5 02035,86000US02035,02035
32731,ZCTA5 02038,86000US02038,02038
22733,ZCTA5 02043,86000US02043,02043
10403,ZCTA5 02045,86000US02045,02045
151,ZCTA5 02047,86000US02047,02047
23482,ZCTA5 02048,86000US02048,02048
25786,ZCTA5 02050,86000US02050,02050
12368,ZCTA5 02052,86000US02052,02052
13069,ZCTA5 02053,86000US02053,02053
8051,ZCTA5 02054,86000US02054,02054
11427,ZCTA5 02056,86000US02056,02056
10740,ZCTA5 02061,86000US02061,02061
28962,ZCTA5 02062,86000US02062,02062
17880,ZCTA5 02066,86000US02066,02066
17837,ZCTA5 02067,86000US02067,02067
1837,ZCTA5 02071,86000US02071,02071
28110,ZCTA5 02072,86000US02072,02072
19270,ZCTA5 02081,86000US02081,02081
15094,ZCTA5 02090,86000US02090,02090
11287,ZCTA5 02093,86000US02093,02093
4183,ZCTA5 02108,86000US02108,02108
3947,ZCTA5 02109,86000US02109,02109
2048,ZCTA5 02110,86000US02110,02110
7537,ZCTA5 02111,86000US02111,02111
7221,ZCTA5 02113,86000US02113,02113
12882,ZCTA5 02114,86000US02114,02114
28536,ZCTA5 02115,86000US02115,02115
22433,ZCTA5 02116,86000US02116,02116
27526,ZCTA5 02118,86000US02118,02118
26259,ZCTA5 02119,86000US02119,02119
15500,ZCTA5 02120,86000US02120,02120
28051,ZCTA5 02121,86000US02121,02121
24880,ZCTA5 02122,86000US02122,02122
53227,ZCTA5 02124,86000US02124,02124
35379,ZCTA5 02125,86000US02125,02125
27835,ZCTA5 02126,86000US02126,02126
36494,ZCTA5 02127,86000US02127,02127
44989,ZCTA5 02128,86000US02128,02128
18058,ZCTA5 02129,86000US02129,02129
39257,ZCTA5 02130,86000US02130,02130
31890,ZCTA5 02131,86000US02131,02131
28506,ZCTA5 02132,86000US02132,02132
18238,ZCTA5 02134,86000US02134,02134
38682,ZCTA5 02135,86000US02135,02135
31052,ZCTA5 02136,86000US02136,02136
37252,ZCTA5 02138,86000US02138,02138
36422,ZCTA5 02139,86000US02139,02139
18384,ZCTA5 02140,86000US02140,02140
13055,ZCTA5 02141,86000US02141,02141
2935,ZCTA5 02142,86000US02142,02142
26267,ZCTA5 02143,86000US02143,02143
24930,ZCTA5 02144,86000US02144,02144
25291,ZCTA5 02145,86000US02145,02145
60725,ZCTA5 02148,86000US02148,02148
43717,ZCTA5 02149,86000US02149,02149
37567,ZCTA5 02150,86000US02150,02150
53109,ZCTA5 02151,86000US02151,02151
17962,ZCTA5 02152,86000US02152,02152
59166,ZCTA5 02155,86000US02155,02155
2361,ZCTA5 02163,86000US02163,02163
55706,ZCTA5 02169,86000US02169,02169
19860,ZCTA5 02170,86000US02170,02170
17611,ZCTA5 02171,86000US02171,02171
27681,ZCTA5 02176,86000US02176,02176
21752,ZCTA5 02180,86000US02180,02180
36905,ZCTA5 02184,86000US02184,02184
27303,ZCTA5 02186,86000US02186,02186
14911,ZCTA5 02188,86000US02188,02188
15161,ZCTA5 02189,86000US02189,02189
16880,ZCTA5 02190,86000US02190,02190
8352,ZCTA5 02191,86000US02191,02191
1173,ZCTA5 02199,86000US02199,02199
0,ZCTA5 02203,86000US02203,02203
2179,ZCTA5 02210,86000US02210,02210
24521,ZCTA5 02215,86000US02215,02215
59775,ZCTA5 02301,86000US02301,02301
34757,ZCTA5 02302,86000US02302,02302
4453,ZCTA5 02322,86000US02322,02322
27243,ZCTA5 02324,86000US02324,02324
11562,ZCTA5 02330,86000US02330,02330
15297,ZCTA5 02332,86000US02332,02332
14113,ZCTA5 02333,86000US02333,02333
7684,ZCTA5 02338,86000US02338,02338
14226,ZCTA5 02339,86000US02339,02339
10372,ZCTA5 02341,86000US02341,02341
10975,ZCTA5 02343,86000US02343,02343
23708,ZCTA5 02346,86000US02346,02346
11098,ZCTA5 02347,86000US02347,02347
16112,ZCTA5 02351,86000US02351,02351
12690,ZCTA5 02356,86000US02356,02356
1282,ZCTA5 02357,86000US02357,02357
18081,ZCTA5 02359,86000US02359,02359
57658,ZCTA5 02360,86000US02360,02360
12958,ZCTA5 02364,86000US02364,02364
190,ZCTA5 02366,86000US02366,02366
2868,ZCTA5 02367,86000US02367,02367
33409,ZCTA5 02368,86000US02368,02368
17663,ZCTA5 02370,86000US02370,02370
9611,ZCTA5 02375,86000US02375,02375
7008,ZCTA5 02379,86000US02379,02379
14715,ZCTA5 02382,86000US02382,02382
14414,ZCTA5 02420,86000US02420,02420
18286,ZCTA5 02421,86000US02421,02421
20785,ZCTA5 02445,86000US02445,02445
29099,ZCTA5 02446,86000US02446,02446
18140,ZCTA5 02451,86000US02451,02451
15232,ZCTA5 02452,86000US02452,02452
29066,ZCTA5 02453,86000US02453,02453
1642,ZCTA5 02457,86000US02457,02457
12781,ZCTA5 02458,86000US02458,02458
19104,ZCTA5 02459,86000US02459,02459
9477,ZCTA5 02460,86000US02460,02460
7278,ZCTA5 02461,86000US02461,02461
1389,ZCTA5 02462,86000US02462,02462
2901,ZCTA5 02464,86000US02464,02464
11618,ZCTA5 02465,86000US02465,02465
8572,ZCTA5 02466,86000US02466,02466
23520,ZCTA5 02467,86000US02467,02467
5713,ZCTA5 02468,86000US02468,02468
33350,ZCTA5 02472,86000US02472,02472
27346,ZCTA5 02474,86000US02474,02474
16782,ZCTA5 02476,86000US02476,02476
25337,ZCTA5 02478,86000US02478,02478
16342,ZCTA5 02481,86000US02481,02481
10848,ZCTA5 02482,86000US02482,02482
20067,ZCTA5 02492,86000US02492,02492
11850,ZCTA5 02493,86000US02493,02493
9786,ZCTA5 02494,86000US02494,02494
11972,ZCTA5 02532,86000US02532,02532
913,ZCTA5 02534,86000US02534,02534
1511,ZCTA5 02535,86000US02535,02535
19344,ZCTA5 02536,86000US02536,02536
6500,ZCTA5 02537,86000US02537,02537
3009,ZCTA5 02538,86000US02538,02538
4217,ZCTA5 02539,86000US02539,02539
8526,ZCTA5 02540,86000US02540,02540
869,ZCTA5 02542,86000US02542,02542
843,ZCTA5 02543,86000US02543,02543
237,ZCTA5 02553,86000US02553,02553
10287,ZCTA5 02554,86000US02554,02554
2852,ZCTA5 02556,86000US02556,02556
4626,ZCTA5 02557,86000US02557,02557
1322,ZCTA5 02558,86000US02558,02558
4366,ZCTA5 02559,86000US02559,02559
478,ZCTA5 02561,86000US02561,02561
3139,ZCTA5 02562,86000US02562,02562
9721,ZCTA5 02563,86000US02563,02563
260,ZCTA5 02564,86000US02564,02564
4055,ZCTA5 02568,86000US02568,02568
11229,ZCTA5 02571,86000US02571,02571
2564,ZCTA5 02575,86000US02575,02575
4763,ZCTA5 02576,86000US02576,02576
9,ZCTA5 02584,86000US02584,02584
14371,ZCTA5 02601,86000US02601,02601
2224,ZCTA5 02630,86000US02630,02630
9761,ZCTA5 02631,86000US02631,02631
10454,ZCTA5 02632,86000US02632,02632
3849,ZCTA5 02633,86000US02633,02633
3435,ZCTA5 02635,86000US02635,02635
117,ZCTA5 02637,86000US02637,02637
3489,ZCTA5 02638,86000US02638,02638
2550,ZCTA5 02639,86000US02639,02639
265,ZCTA5 02641,86000US02641,02641
4896,ZCTA5 02642,86000US02642,02642
9,ZCTA5 02643,86000US02643,02643
4347,ZCTA5 02644,86000US02644,02644
9354,ZCTA5 02645,86000US02645,02645
2057,ZCTA5 02646,86000US02646,02646
113,ZCTA5 02647,86000US02647,02647
6413,ZCTA5 02648,86000US02648,02648
14027,ZCTA5 02649,86000US02649,02649
1222,ZCTA5 02650,86000US02650,02650
27,ZCTA5 02651,86000US02651,02651
886,ZCTA5 02652,86000US02652,02652
5904,ZCTA5 02653,86000US02653,02653
3584,ZCTA5 02655,86000US02655,02655
2962,ZCTA5 02657,86000US02657,02657
801,ZCTA5 02659,86000US02659,02659
6381,ZCTA5 02660,86000US02660,02660
125,ZCTA5 02663,86000US02663,02663
9407,ZCTA5 02664,86000US02664,02664
758,ZCTA5 02666,86000US02666,02666
2984,ZCTA5 02667,86000US02667,02667
3192,ZCTA5 02668,86000US02668,02668
254,ZCTA5 02669,86000US02669,02669
1362,ZCTA5 02670,86000US02670,02670
851,ZCTA5 02671,86000US02671,02671
155,ZCTA5 02672,86000US02672,02672
8297,ZCTA5 02673,86000US02673,02673
6410,ZCTA5 02675,86000US02675,02675
4730,ZCTA5 02702,86000US02702,02702
43953,ZCTA5 02703,86000US02703,02703
60,ZCTA5 02713,86000US02713,02713
3269,ZCTA5 02715,86000US02715,02715
4301,ZCTA5 02717,86000US02717,02717
