B01003_001E,NAME,GEOID,state,congressional district
658460,"Congressional District 2 (114th Congress), New Hampshire",50000US3302,33,02
732065,"Congressional District 1 (114th Congress), New Jersey",50000US3401,34,01
733867,"Congressional District 2 (114th Congress), New Jersey",50000US3402,34,02
736430,"Congressional District 3 (114th Congress), New Jersey",50000US3403,34,03
735042,"Congressional District 4 (114th Congress), New Jersey",50000US3404,34,04
738250,"Congressional District 5 (114th Congress), New Jersey",50000US3405,34,05
740992,"Congressional District 6 (114th Congress), New Jersey",50000US3406,34,06
738143,"Congressional District 7 (114th Congress), New Jersey",50000US3407,34,07
755025,"Congressional District 8 (114th Congress), New Jersey",50000US3408,34,08
745691,"Congressional District 9 (114th Congress), New Jersey",50000US3409,34,09
736086,"Congressional District 10 (114th Congress), New Jersey",50000US3410,34,10
738702,"Congressional District 11 (114th Congress), New Jersey",50000US3411,34,11
744081,"Congressional District 12 (114th Congress), New Jersey",50000US3412,34,12
694375,"Congressional District 1 (114th Congress), New Mexico",50000US3501,35,01
696389,"Congressional District 2 (114th Congress), New Mexico",50000US3502,35,02
689321,"Congressional District 3 (114th Congress), New Mexico",50000US3503,35,03
722670,"Congressional District 1 (114th Congress), New York",50000US3601,36,01
723744,"Congressional District 2 (114th Congress), New York",50000US3602,36,02
720393,"Congressional District 3 (114th Congress), New York",50000US3603,36,03
720624,"Congressional District 4 (114th Congress), New York",50000US3604,36,04
760308,"Congressional District 5 (114th Congress), New York",50000US3605,36,05
721015,"Congressional District 6 (114th Congress), New York",50000US3606,36,06
740178,"Congressional District 7 (114th Congress), New York",50000US3607,36,07
735611,"Congressional District 8 (114th Congress), New York",50000US3608,36,08
734248,"Congressional District 9 (114th Congress), New York",50000US3609,36,09
729578,"Congressional District 10 (114th Congress), New York",50000US3610,36,10
727304,"Congressional District 11 (114th Congress), New York",50000US3611,36,11
716393,"Congressional District 12 (114th Congress), New York",50000US3612,36,12
747559,"Congressional District 13 (114th Congress), New York",50000US3613,36,13
721129,"Congressional District 14 (114th Congress), New York",50000US3614,36,14
733612,"Congressional District 15 (114th Congress), New York",50000US3615,36,15
733388,"Congressional District 16 (114th Congress), New York",50000US3616,36,16
730820,"Congressional District 17 (114th Congress), New York",50000US3617,36,17
719388,"Congressional District 18 (114th Congress), New York",50000US3618,36,18
712982,"Congressional District 19 (114th Congress), New York",50000US3619,36,19
722569,"Congressional District 20 (114th Congress), New York",50000US3620,36,20
719085,"Congressional District 21 (114th Congress), New York",50000US3621,36,21
713482,"Congressional District 22 (114th Congress), New York",50000US3622,36,22
715480,"Congressional District 23 (114th Congress), New York",50000US3623,36,23
716454,"Congressional District 24 (114th Congress), New York",50000US3624,36,24
721240,"Congressional District 25 (114th Congress), New York",50000US3625,36,25
716222,"Congressional District 26 (114th Congress), New York",50000US3626,36,26
718854,"Congressional District 27 (114th Congress), New York",50000US3627,36,27
727784,"Congressional District 1 (114th Congress), North Carolina",50000US3701,37,01
762270,"Congressional District 2 (114th Congress), North Carolina",50000US3702,37,02
749638,"Congressional District 3 (114th Congress), North Carolina",50000US3703,37,03
760207,"Congressional District 4 (114th Congress), North Carolina",50000US3704,37,04
743061,"Congressional District 5 (114th Congress), North Carolina",50000US3705,37,05
749563,"Congressional District 6 (114th Congress), North Carolina",50000US3706,37,06
752216,"Congressional District 7 (114th Congress), North Carolina",50000US3707,37,07
737740,"Congressional District 8 (114th Congress), North Carolina",50000US3708,37,08
769339,"Congressional District 9 (114th Congress), North Carolina",50000US3709,37,09
737538,"Congressional District 10 (114th Congress), North Carolina",50000US3710,37,10
737861,"Congressional District 11 (114th Congress), North Carolina",50000US3711,37,11
760454,"Congressional District 12 (114th Congress), North Carolina",50000US3712,37,12
762734,"Congressional District 13 (114th Congress), North Carolina",50000US3713,37,13
704925,"Congressional District (at Large) (114th Congress), North Dakota",50000US3800,38,00
724254,"Congressional District 1 (114th Congress), Ohio",50000US3901,39,01
724395,"Congressional District 2 (114th Congress), Ohio",50000US3902,39,02
734710,"Congressional District 3 (114th Congress), Ohio",50000US3903,39,03
717325,"Congressional District 4 (114th Congress), Ohio",50000US3904,39,04
724014,"Congressional District 5 (114th Congress), Ohio",50000US3905,39,05
715394,"Congressional District 6 (114th Congress), Ohio",50000US3906,39,06
721392,"Congressional District 7 (114th Congress), Ohio",50000US3907,39,07
722987,"Congressional District 8 (114th Congress), Ohio",50000US3908,39,08
715074,"Congressional District 9 (114th Congress), Ohio",50000US3909,39,09
722301,"Congressional District 10 (114th Congress), Ohio",50000US3910,39,10
709140,"Congressional District 11 (114th Congress), Ohio",50000US3911,39,11
737223,"Congressional District 12 (114th Congress), Ohio",50000US3912,39,12
715744,"Congressional District 13 (114th Congress), Ohio",50000US3913,39,13
719971,"Congressional District 14 (114th Congress), Ohio",50000US3914,39,14
733979,"Congressional District 15 (114th Congress), Ohio",50000US3915,39,15
722477,"Congressional District 16 (114th Congress), Ohio",50000US3916,39,16
765752,"Congressional District 1 (114th Congress), Oklahoma",50000US4001,40,01
749835,"Congressional District 2 (114th Congress), Oklahoma",50000US4002,40,02
761781,"Congressional District 3 (114th Congress), Oklahoma",50000US4003,40,03
767647,"Congressional District 4 (114th Congress), Oklahoma",50000US4004,40,04
773836,"Congressional District 5 (114th Congress), Oklahoma",50000US4005,40,05
787501,"Congressional District 1 (114th Congress), Oregon",50000US4101,41,01
775034,"Congressional District 2 (114th Congress), Oregon",50000US4102,41,02
787945,"Congressional District 3 (114th Congress), Oregon",50000US4103,41,03
770520,"Congressional District 4 (114th Congress), Oregon",50000US4104,41,04
779343,"Congressional District 5 (114th Congress), Oregon",50000US4105,41,05
705306,"Congressional District 1 (114th Congress), Pennsylvania",50000US4201,42,01
715511,"Congressional District 2 (114th Congress), Pennsylvania",50000US4202,42,02
701824,"Congressional District 3 (114th Congress), Pennsylvania",50000US4203,42,03
711945,"Congressional District 4 (114th Congress), Pennsylvania",50000US4204,42,04
706409,"Congressional District 5 (114th Congress), Pennsylvania",50000US4205,42,05
715481,"Congressional District 6 (114th Congress), Pennsylvania",50000US4206,42,06
712481,"Congressional District 7 (114th Congress), Pennsylvania",50000US4207,42,07
707804,"Congressional District 8 (114th Congress), Pennsylvania",50000US4208,42,08
702362,"Congressional District 9 (114th Congress), Pennsylvania",50000US4209,42,09
705770,"Congressional District 10 (114th Congress), Pennsylvania",50000US4210,42,10
706538,"Congressional District 11 (114th Congress), Pennsylvania",50000US4211,42,11
705303,"Congressional District 12 (114th Congress), Pennsylvania",50000US4212,42,12
719828,"Congressional District 13 (114th Congress), Pennsylvania",50000US4213,42,13
705049,"Congressional District 14 (114th Congress), Pennsylvania",50000US4214,42,14
713582,"Congressional District 15 (114th Congress), Pennsylvania",50000US4215,42,15
713791,"Congressional District 16 (114th Congress), Pennsylvania",50000US4216,42,16
701861,"Congressional District 17 (114th Congress), Pennsylvania",50000US4217,42,17
707884,"Congressional District 18 (114th Congress), Pennsylvania",50000US4218,42,18
527527,"Congressional District 1 (114th Congress), Rhode Island",50000US4401,44,01
525725,"Congressional District 2 (114th Congress), Rhode Island",50000US4402,44,02
697052,"Congressional District 1 (114th Congress), South Carolina",50000US4501,45,01
673950,"Congressional District 2 (114th Congress), South Carolina",50000US4502,45,02
665355,"Congressional District 3 (114th Congress), South Carolina",50000US4503,45,03
678947,"Congressional District 4 (114th Congress), South Carolina",50000US4504,45,04
672918,"Congressional District 5 (114th Congress), South Carolina",50000US4505,45,05
665292,"Congressional District 6 (114th Congress), South Carolina",50000US4506,45,06
673759,"Congressional District 7 (114th Congress), South Carolina",50000US4507,45,07
834708,"Congressional District (at Large) (114th Congress), South Dakota",50000US4600,46,00
709035,"Congressional District 1 (114th Congress), Tennessee",50000US4701,47,01
716476,"Congressional District 2 (114th Congress), Tennessee",50000US4702,47,02
714069,"Congressional District 3 (114th Congress), Tennessee",50000US4703,47,03
723392,"Congressional District 4 (114th Congress), Tennessee",50000US4704,47,04
726983,"Congressional District 5 (114th Congress), Tennessee",50000US4705,47,05
720356,"Congressional District 6 (114th Congress), Tennessee",50000US4706,47,06
723369,"Congressional District 7 (114th Congress), Tennessee",50000US4707,47,07
707516,"Congressional District 8 (114th Congress), Tennessee",50000US4708,47,08
710169,"Congressional District 9 (114th Congress), Tennessee",50000US4709,47,09
707224,"Congressional District 1 (114th Congress), Texas",50000US4801,48,01
727414,"Congressional District 2 (114th Congress), Texas",50000US4802,48,02
747659,"Congressional District 3 (114th Congress), Texas",50000US4803,48,03
709974,"Congressional District 4 (114th Congress), Texas",50000US4804,48,04
715045,"Congressional District 5 (114th Congress), Texas",50000US4805,48,05
722690,"Congressional District 6 (114th Congress), Texas",50000US4806,48,06
727295,"Congressional District 7 (114th Congress), Texas",50000US4807,48,07
740003,"Congressional District 8 (114th Congress), Texas",50000US4808,48,08
726971,"Congressional District 9 (114th Congress), Texas",50000US4809,48,09
739999,"Congressional District 10 (114th Congress), Texas",50000US4810,48,10
721014,"Congressional District 11 (114th Congress), Texas",50000US4811,48,11
728496,"Congressional District 12 (114th Congress), Texas",50000US4812,48,12
702742,"Congressional District 13 (114th Congress), Texas",50000US4813,48,13
711271,"Congressional District 14 (114th Congress), Texas",50000US4814,48,14
727807,"Congressional District 15 (114th Congress), Texas",50000US4815,48,15
719126,"Congressional District 16 (114th Congress), Texas",50000US4816,48,16
719609,"Congressional District 17 (114th Congress), Texas",50000US4817,48,17
723033,"Congressional District 18 (114th Congress), Texas",50000US4818,48,18
708764,"Congressional District 19 (114th Congress), Texas",50000US4819,48,19
729581,"Congressional District 20 (114th Congress), Texas",50000US4820,48,20
730229,"Congressional District 21 (114th Congress), Texas",50000US4821,48,21
754107,"Congressional District 22 (114th Congress), Texas",50000US4822,48,22
725712,"Congressional District 23 (114th Congress), Texas",50000US4823,48,23
733485,"Congressional District 24 (114th Congress), Texas",50000US4824,48,24
727461,"Congressional District 25 (114th Congress), Texas",50000US4825,48,25
746163,"Congressional District 26 (114th Congress), Texas",50000US4826,48,26
711777,"Congressional District 27 (114th Congress), Texas",50000US4827,48,27
721585,"Congressional District 28 (114th Congress), Texas",50000US4828,48,28
722730,"Congressional District 29 (114th Congress), Texas",50000US4829,48,29
721420,"Congressional District 30 (114th Congress), Texas",50000US4830,48,30
739671,"Congressional District 31 (114th Congress), Texas",50000US4831,48,31
720276,"Congressional District 32 (114th Congress), Texas",50000US4832,48,32
716203,"Congressional District 33 (114th Congress), Texas",50000US4833,48,33
712594,"Congressional District 34 (114th Congress), Texas",50000US4834,48,34
737816,"Congressional District 35 (114th Congress), Texas",50000US4835,48,35
715087,"Congressional District 36 (114th Congress), Texas",50000US4836,48,36
710364,"Congressional District 1 (114th Congress), Utah",50000US4901,49,01
708271,"Congressional District 2 (114th Congress), Utah",50000US4902,49,02
710861,"Congressional District 3 (114th Congress), Utah",50000US4903,49,03
728615,"Congressional District 4 (114th Congress), Utah",50000US4904,49,04
626358,"Congressional District (at Large) (114th Congress), Vermont",50000US5000,50,00
751039,"Congressional District 1 (114th Congress), Virginia",50000US5101,51,01
729703,"Congressional District 2 (114th Congress), Virginia",50000US5102,51,02
742508,"Congressional District 3 (114th Congress), Virginia",50000US5103,51,03
738714,"Congressional District 4 (114th Congress), Virginia",50000US5104,51,04
729232,"Congressional District 5 (114th Congress), Virginia",50000US5105,51,05
737148,"Congressional District 6 (114th Congress), Virginia",50000US5106,51,06
746349,"Congressional District 7 (114th Congress), Virginia",50000US5107,51,07
757331,"Congressional District 8 (114th Congress), Virginia",50000US5108,51,08
722813,"Congressional District 9 (114th Congress), Virginia",50000US5109,51,09
767831,"Congressional District 10 (114th Congress), Virginia",50000US5110,51,10
