B01003_001E,NAME,GEOID,zip code tabulation area
6952,ZCTA5 12754,86000US12754,12754
4529,ZCTA5 12758,86000US12758,12758
1910,ZCTA5 12759,86000US12759,12759
505,ZCTA5 12760,86000US12760,12760
395,ZCTA5 12762,86000US12762,12762
709,ZCTA5 12763,86000US12763,12763
1607,ZCTA5 12764,86000US12764,12764
1033,ZCTA5 12765,86000US12765,12765
482,ZCTA5 12766,86000US12766,12766
140,ZCTA5 12767,86000US12767,12767
758,ZCTA5 12768,86000US12768,12768
82,ZCTA5 12769,86000US12769,12769
245,ZCTA5 12770,86000US12770,12770
14041,ZCTA5 12771,86000US12771,12771
2180,ZCTA5 12775,86000US12775,12775
2123,ZCTA5 12776,86000US12776,12776
757,ZCTA5 12777,86000US12777,12777
211,ZCTA5 12778,86000US12778,12778
2109,ZCTA5 12779,86000US12779,12779
2152,ZCTA5 12780,86000US12780,12780
346,ZCTA5 12781,86000US12781,12781
2425,ZCTA5 12783,86000US12783,12783
51,ZCTA5 12784,86000US12784,12784
1095,ZCTA5 12785,86000US12785,12785
292,ZCTA5 12786,86000US12786,12786
490,ZCTA5 12787,86000US12787,12787
2885,ZCTA5 12788,86000US12788,12788
1855,ZCTA5 12789,86000US12789,12789
4671,ZCTA5 12790,86000US12790,12790
646,ZCTA5 12791,86000US12791,12791
300,ZCTA5 12792,86000US12792,12792
14574,ZCTA5 12801,86000US12801,12801
8093,ZCTA5 12803,86000US12803,12803
26477,ZCTA5 12804,86000US12804,12804
414,ZCTA5 12808,86000US12808,12808
3461,ZCTA5 12809,86000US12809,12809
654,ZCTA5 12810,86000US12810,12810
92,ZCTA5 12811,86000US12811,12811
130,ZCTA5 12812,86000US12812,12812
1477,ZCTA5 12814,86000US12814,12814
1056,ZCTA5 12815,86000US12815,12815
4329,ZCTA5 12816,86000US12816,12816
2358,ZCTA5 12817,86000US12817,12817
316,ZCTA5 12819,86000US12819,12819
2178,ZCTA5 12821,86000US12821,12821
6287,ZCTA5 12822,86000US12822,12822
351,ZCTA5 12823,86000US12823,12823
991,ZCTA5 12824,86000US12824,12824
3705,ZCTA5 12827,86000US12827,12827
9291,ZCTA5 12828,86000US12828,12828
17614,ZCTA5 12831,86000US12831,12831
6624,ZCTA5 12832,86000US12832,12832
4111,ZCTA5 12833,86000US12833,12833
6243,ZCTA5 12834,86000US12834,12834
2353,ZCTA5 12835,86000US12835,12835
670,ZCTA5 12836,86000US12836,12836
1032,ZCTA5 12837,86000US12837,12837
601,ZCTA5 12838,86000US12838,12838
13784,ZCTA5 12839,86000US12839,12839
89,ZCTA5 12841,86000US12841,12841
956,ZCTA5 12842,86000US12842,12842
372,ZCTA5 12843,86000US12843,12843
206,ZCTA5 12844,86000US12844,12844
4864,ZCTA5 12845,86000US12845,12845
3289,ZCTA5 12846,86000US12846,12846
418,ZCTA5 12847,86000US12847,12847
564,ZCTA5 12849,86000US12849,12849
3137,ZCTA5 12850,86000US12850,12850
221,ZCTA5 12851,86000US12851,12851
493,ZCTA5 12852,86000US12852,12852
1351,ZCTA5 12853,86000US12853,12853
172,ZCTA5 12855,86000US12855,12855
66,ZCTA5 12856,86000US12856,12856
533,ZCTA5 12857,86000US12857,12857
56,ZCTA5 12858,86000US12858,12858
2368,ZCTA5 12859,86000US12859,12859
815,ZCTA5 12860,86000US12860,12860
698,ZCTA5 12861,86000US12861,12861
5,ZCTA5 12862,86000US12862,12862
655,ZCTA5 12863,86000US12863,12863
28,ZCTA5 12864,86000US12864,12864
3876,ZCTA5 12865,86000US12865,12865
37268,ZCTA5 12866,86000US12866,12866
1122,ZCTA5 12870,86000US12870,12870
4282,ZCTA5 12871,86000US12871,12871
76,ZCTA5 12872,86000US12872,12872
598,ZCTA5 12873,86000US12873,12873
139,ZCTA5 12874,86000US12874,12874
832,ZCTA5 12878,86000US12878,12878
5020,ZCTA5 12883,86000US12883,12883
293,ZCTA5 12884,86000US12884,12884
4595,ZCTA5 12885,86000US12885,12885
244,ZCTA5 12886,86000US12886,12886
5695,ZCTA5 12887,86000US12887,12887
32843,ZCTA5 12901,86000US12901,12901
1086,ZCTA5 12903,86000US12903,12903
2046,ZCTA5 12910,86000US12910,12910
49,ZCTA5 12911,86000US12911,12911
1982,ZCTA5 12912,86000US12912,12912
1280,ZCTA5 12913,86000US12913,12913
1053,ZCTA5 12914,86000US12914,12914
2225,ZCTA5 12916,86000US12916,12916
1198,ZCTA5 12917,86000US12917,12917
2389,ZCTA5 12918,86000US12918,12918
2903,ZCTA5 12919,86000US12919,12919
2813,ZCTA5 12920,86000US12920,12920
2328,ZCTA5 12921,86000US12921,12921
36,ZCTA5 12922,86000US12922,12922
635,ZCTA5 12923,86000US12923,12923
114,ZCTA5 12924,86000US12924,12924
1954,ZCTA5 12926,86000US12926,12926
228,ZCTA5 12927,86000US12927,12927
1843,ZCTA5 12928,86000US12928,12928
3778,ZCTA5 12929,86000US12929,12929
875,ZCTA5 12930,86000US12930,12930
1357,ZCTA5 12932,86000US12932,12932
12,ZCTA5 12933,86000US12933,12933
1066,ZCTA5 12934,86000US12934,12934
1676,ZCTA5 12935,86000US12935,12935
517,ZCTA5 12936,86000US12936,12936
1723,ZCTA5 12937,86000US12937,12937
227,ZCTA5 12939,86000US12939,12939
1530,ZCTA5 12941,86000US12941,12941
791,ZCTA5 12942,86000US12942,12942
207,ZCTA5 12943,86000US12943,12943
4386,ZCTA5 12944,86000US12944,12944
476,ZCTA5 12945,86000US12945,12945
5124,ZCTA5 12946,86000US12946,12946
956,ZCTA5 12950,86000US12950,12950
402,ZCTA5 12952,86000US12952,12952
15679,ZCTA5 12953,86000US12953,12953
465,ZCTA5 12955,86000US12955,12955
1260,ZCTA5 12956,86000US12956,12956
1702,ZCTA5 12957,86000US12957,12957
1843,ZCTA5 12958,86000US12958,12958
1532,ZCTA5 12959,86000US12959,12959
1443,ZCTA5 12960,86000US12960,12960
298,ZCTA5 12961,86000US12961,12961
6009,ZCTA5 12962,86000US12962,12962
113,ZCTA5 12964,86000US12964,12964
454,ZCTA5 12965,86000US12965,12965
3352,ZCTA5 12966,86000US12966,12966
1361,ZCTA5 12967,86000US12967,12967
391,ZCTA5 12969,86000US12969,12969
972,ZCTA5 12970,86000US12970,12970
6448,ZCTA5 12972,86000US12972,12972
219,ZCTA5 12973,86000US12973,12973
1393,ZCTA5 12974,86000US12974,12974
281,ZCTA5 12975,86000US12975,12975
163,ZCTA5 12976,86000US12976,12976
1733,ZCTA5 12977,86000US12977,12977
315,ZCTA5 12978,86000US12978,12978
2433,ZCTA5 12979,86000US12979,12979
1122,ZCTA5 12980,86000US12980,12980
2612,ZCTA5 12981,86000US12981,12981
7958,ZCTA5 12983,86000US12983,12983
1315,ZCTA5 12985,86000US12985,12985
6176,ZCTA5 12986,86000US12986,12986
244,ZCTA5 12987,86000US12987,12987
957,ZCTA5 12989,86000US12989,12989
4697,ZCTA5 12992,86000US12992,12992
1619,ZCTA5 12993,86000US12993,12993
1905,ZCTA5 12996,86000US12996,12996
1296,ZCTA5 12997,86000US12997,12997
391,ZCTA5 12998,86000US12998,12998
145,ZCTA5 13020,86000US13020,13020
39326,ZCTA5 13021,86000US13021,13021
1649,ZCTA5 13024,86000US13024,13024
1799,ZCTA5 13026,86000US13026,13026
31724,ZCTA5 13027,86000US13027,13027
1452,ZCTA5 13028,86000US13028,13028
7506,ZCTA5 13029,86000US13029,13029
3792,ZCTA5 13030,86000US13030,13030
15345,ZCTA5 13031,86000US13031,13031
13230,ZCTA5 13032,86000US13032,13032
3939,ZCTA5 13033,86000US13033,13033
1857,ZCTA5 13034,86000US13034,13034
8543,ZCTA5 13035,86000US13035,13035
8465,ZCTA5 13036,86000US13036,13036
8549,ZCTA5 13037,86000US13037,13037
17759,ZCTA5 13039,86000US13039,13039
2482,ZCTA5 13040,86000US13040,13040
11023,ZCTA5 13041,86000US13041,13041
2799,ZCTA5 13042,86000US13042,13042
2352,ZCTA5 13044,86000US13044,13044
30009,ZCTA5 13045,86000US13045,13045
129,ZCTA5 13051,86000US13051,13051
1745,ZCTA5 13052,86000US13052,13052
4283,ZCTA5 13053,86000US13053,13053
1536,ZCTA5 13054,86000US13054,13054
14547,ZCTA5 13057,86000US13057,13057
2461,ZCTA5 13060,86000US13060,13060
1193,ZCTA5 13061,86000US13061,13061
303,ZCTA5 13062,86000US13062,13062
1901,ZCTA5 13063,86000US13063,13063
26,ZCTA5 13064,86000US13064,13064
11809,ZCTA5 13066,86000US13066,13066
5697,ZCTA5 13068,86000US13068,13068
25297,ZCTA5 13069,86000US13069,13069
989,ZCTA5 13071,86000US13071,13071
832,ZCTA5 13072,86000US13072,13072
6520,ZCTA5 13073,86000US13073,13073
4467,ZCTA5 13074,86000US13074,13074
2451,ZCTA5 13076,86000US13076,13076
6673,ZCTA5 13077,86000US13077,13077
10273,ZCTA5 13078,86000US13078,13078
3997,ZCTA5 13080,86000US13080,13080
1062,ZCTA5 13081,86000US13081,13081
4735,ZCTA5 13082,86000US13082,13082
1704,ZCTA5 13083,86000US13083,13083
4303,ZCTA5 13084,86000US13084,13084
177,ZCTA5 13087,86000US13087,13087
22012,ZCTA5 13088,86000US13088,13088
30295,ZCTA5 13090,86000US13090,13090
2527,ZCTA5 13092,86000US13092,13092
2648,ZCTA5 13101,86000US13101,13101
27,ZCTA5 13102,86000US13102,13102
575,ZCTA5 13103,86000US13103,13103
16266,ZCTA5 13104,86000US13104,13104
6460,ZCTA5 13108,86000US13108,13108
2313,ZCTA5 13110,86000US13110,13110
1496,ZCTA5 13111,86000US13111,13111
2200,ZCTA5 13112,86000US13112,13112
238,ZCTA5 13113,86000US13113,13113
6761,ZCTA5 13114,86000US13114,13114
172,ZCTA5 13115,86000US13115,13115
3492,ZCTA5 13116,86000US13116,13116
143,ZCTA5 13117,86000US13117,13117
6288,ZCTA5 13118,86000US13118,13118
2162,ZCTA5 13120,86000US13120,13120
1136,ZCTA5 13122,86000US13122,13122
184,ZCTA5 13123,86000US13123,13123
109,ZCTA5 13124,86000US13124,13124
37190,ZCTA5 13126,86000US13126,13126
3682,ZCTA5 13131,86000US13131,13131
3420,ZCTA5 13132,86000US13132,13132
39,ZCTA5 13134,86000US13134,13134
6990,ZCTA5 13135,86000US13135,13135
464,ZCTA5 13136,86000US13136,13136
21,ZCTA5 13138,86000US13138,13138
4353,ZCTA5 13140,86000US13140,13140
616,ZCTA5 13141,86000US13141,13141
6141,ZCTA5 13142,86000US13142,13142
2870,ZCTA5 13143,86000US13143,13143
1839,ZCTA5 13144,86000US13144,13144
1909,ZCTA5 13145,86000US13145,13145
2036,ZCTA5 13146,86000US13146,13146
1372,ZCTA5 13147,86000US13147,13147
10647,ZCTA5 13148,86000US13148,13148
8178,ZCTA5 13152,86000US13152,13152
174,ZCTA5 13153,86000US13153,13153
643,ZCTA5 13155,86000US13155,13155
2162,ZCTA5 13156,86000US13156,13156
718,ZCTA5 13157,86000US13157,13157
1676,ZCTA5 13158,86000US13158,13158
5357,ZCTA5 13159,86000US13159,13159
2167,ZCTA5 13160,86000US13160,13160
637,ZCTA5 13162,86000US13162,13162
342,ZCTA5 13163,86000US13163,13163
2448,ZCTA5 13164,86000US13164,13164
10919,ZCTA5 13165,86000US13165,13165
5565,ZCTA5 13166,86000US13166,13166
3056,ZCTA5 13167,86000US13167,13167
5745,ZCTA5 13202,86000US13202,13202
16437,ZCTA5 13203,86000US13203,13203
19984,ZCTA5 13204,86000US13204,13204
18788,ZCTA5 13205,86000US13205,13205
15997,ZCTA5 13206,86000US13206,13206
13352,ZCTA5 13207,86000US13207,13207
22490,ZCTA5 13208,86000US13208,13208
13047,ZCTA5 13209,86000US13209,13209
27905,ZCTA5 13210,86000US13210,13210
6819,ZCTA5 13211,86000US13211,13211
20348,ZCTA5 13212,86000US13212,13212
8938,ZCTA5 13214,86000US13214,13214
15409,ZCTA5 13215,86000US13215,13215
15318,ZCTA5 13219,86000US13219,13219
8767,ZCTA5 13224,86000US13224,13224
0,ZCTA5 13290,86000US13290,13290
71,ZCTA5 13301,86000US13301,13301
1551,ZCTA5 13302,86000US13302,13302
1213,ZCTA5 13303,86000US13303,13303
1600,ZCTA5 13304,86000US13304,13304
387,ZCTA5 13305,86000US13305,13305
2973,ZCTA5 13308,86000US13308,13308
5940,ZCTA5 13309,86000US13309,13309
555,ZCTA5 13310,86000US13310,13310
408,ZCTA5 13312,86000US13312,13312
555,ZCTA5 13313,86000US13313,13313
606,ZCTA5 13314,86000US13314,13314
1450,ZCTA5 13315,86000US13315,13315
6655,ZCTA5 13316,86000US13316,13316
3787,ZCTA5 13317,86000US13317,13317
1190,ZCTA5 13318,86000US13318,13318
1164,ZCTA5 13319,86000US13319,13319
2064,ZCTA5 13320,86000US13320,13320
1175,ZCTA5 13321,86000US13321,13321
919,ZCTA5 13322,86000US13322,13322
11238,ZCTA5 13323,86000US13323,13323
2331,ZCTA5 13324,86000US13324,13324
942,ZCTA5 13325,86000US13325,13325
5545,ZCTA5 13326,86000US13326,13326
1973,ZCTA5 13327,86000US13327,13327
1328,ZCTA5 13328,86000US13328,13328
3837,ZCTA5 13329,86000US13329,13329
148,ZCTA5 13331,86000US13331,13331
2672,ZCTA5 13332,86000US13332,13332
56,ZCTA5 13333,86000US13333,13333
1498,ZCTA5 13334,86000US13334,13334
1650,ZCTA5 13335,86000US13335,13335
634,ZCTA5 13337,86000US13337,13337
1032,ZCTA5 13338,86000US13338,13338
6784,ZCTA5 13339,86000US13339,13339
7788,ZCTA5 13340,86000US13340,13340
172,ZCTA5 13341,86000US13341,13341
188,ZCTA5 13342,86000US13342,13342
1830,ZCTA5 13343,86000US13343,13343
280,ZCTA5 13345,86000US13345,13345
6457,ZCTA5 13346,86000US13346,13346
1188,ZCTA5 13348,86000US13348,13348
10080,ZCTA5 13350,86000US13350,13350
293,ZCTA5 13352,86000US13352,13352
31,ZCTA5 13353,86000US13353,13353
3294,ZCTA5 13354,86000US13354,13354
802,ZCTA5 13355,86000US13355,13355
11280,ZCTA5 13357,86000US13357,13357
487,ZCTA5 13360,86000US13360,13360
955,ZCTA5 13361,86000US13361,13361
208,ZCTA5 13362,86000US13362,13362
2375,ZCTA5 13363,86000US13363,13363
110,ZCTA5 13364,86000US13364,13364
9134,ZCTA5 13365,86000US13365,13365
8565,ZCTA5 13367,86000US13367,13367
1307,ZCTA5 13368,86000US13368,13368
1576,ZCTA5 13402,86000US13402,13402
7579,ZCTA5 13403,86000US13403,13403
237,ZCTA5 13404,86000US13404,13404
674,ZCTA5 13406,86000US13406,13406
5280,ZCTA5 13407,86000US13407,13407
3834,ZCTA5 13408,86000US13408,13408
2611,ZCTA5 13409,86000US13409,13409
255,ZCTA5 13410,86000US13410,13410
3453,ZCTA5 13411,86000US13411,13411
16227,ZCTA5 13413,86000US13413,13413
41,ZCTA5 13415,86000US13415,13415
2385,ZCTA5 13416,86000US13416,13416
2925,ZCTA5 13417,86000US13417,13417
220,ZCTA5 13418,86000US13418,13418
1278,ZCTA5 13420,86000US13420,13420
14106,ZCTA5 13421,86000US13421,13421
2663,ZCTA5 13424,86000US13424,13424
2348,ZCTA5 13425,86000US13425,13425
1530,ZCTA5 13428,86000US13428,13428
1995,ZCTA5 13431,86000US13431,13431
2000,ZCTA5 13433,86000US13433,13433
217,ZCTA5 13435,86000US13435,13435
64,ZCTA5 13436,86000US13436,13436
435,ZCTA5 13437,86000US13437,13437
3821,ZCTA5 13438,86000US13438,13438
3655,ZCTA5 13439,86000US13439,13439
42221,ZCTA5 13440,86000US13440,13440
31,ZCTA5 13441,86000US13441,13441
104,ZCTA5 13450,86000US13450,13450
4645,ZCTA5 13452,86000US13452,13452
688,ZCTA5 13454,86000US13454,13454
4246,ZCTA5 13456,86000US13456,13456
2069,ZCTA5 13459,86000US13459,13459
4213,ZCTA5 13460,86000US13460,13460
3072,ZCTA5 13461,86000US13461,13461
1093,ZCTA5 13464,86000US13464,13464
475,ZCTA5 13468,86000US13468,13468
1163,ZCTA5 13469,86000US13469,13469
695,ZCTA5 13470,86000US13470,13470
3442,ZCTA5 13471,86000US13471,13471
260,ZCTA5 13472,86000US13472,13472
639,ZCTA5 13473,86000US13473,13473
41,ZCTA5 13475,86000US13475,13475
2931,ZCTA5 13476,86000US13476,13476
1802,ZCTA5 13477,86000US13477,13477
2750,ZCTA5 13478,86000US13478,13478
3419,ZCTA5 13480,86000US13480,13480
212,ZCTA5 13483,86000US13483,13483
89,ZCTA5 13484,86000US13484,13484
994,ZCTA5 13485,86000US13485,13485
547,ZCTA5 13486,86000US13486,13486
70,ZCTA5 13488,86000US13488,13488
598,ZCTA5 13489,86000US13489,13489
1446,ZCTA5 13490,86000US13490,13490
3741,ZCTA5 13491,86000US13491,13491
11710,ZCTA5 13492,86000US13492,13492
2034,ZCTA5 13493,86000US13493,13493
361,ZCTA5 13494,86000US13494,13494
2304,ZCTA5 13495,86000US13495,13495
38464,ZCTA5 13501,86000US13501,13501
32415,ZCTA5 13502,86000US13502,13502
38348,ZCTA5 13601,86000US13601,13601
3633,ZCTA5 13602,86000US13602,13602
10727,ZCTA5 13603,86000US13603,13603
4907,ZCTA5 13605,86000US13605,13605
3101,ZCTA5 13606,86000US13606,13606
1810,ZCTA5 13607,86000US13607,13607
1502,ZCTA5 13608,86000US13608,13608
2904,ZCTA5 13612,86000US13612,13612
2385,ZCTA5 13613,86000US13613,13613
412,ZCTA5 13614,86000US13614,13614
1114,ZCTA5 13615,86000US13615,13615
2184,ZCTA5 13616,86000US13616,13616
11243,ZCTA5 13617,86000US13617,13617
1795,ZCTA5 13618,86000US13618,13618
10706,ZCTA5 13619,86000US13619,13619
2101,ZCTA5 13620,86000US13620,13620
561,ZCTA5 13621,86000US13621,13621
2980,ZCTA5 13622,86000US13622,13622
48,ZCTA5 13623,86000US13623,13623
5636,ZCTA5 13624,86000US13624,13624
1920,ZCTA5 13625,86000US13625,13625
2147,ZCTA5 13626,86000US13626,13626
211,ZCTA5 13628,86000US13628,13628
1318,ZCTA5 13630,86000US13630,13630
352,ZCTA5 13633,86000US13633,13633
4879,ZCTA5 13634,86000US13634,13634
831,ZCTA5 13635,86000US13635,13635
286,ZCTA5 13636,86000US13636,13636
3945,ZCTA5 13637,86000US13637,13637
260,ZCTA5 13638,86000US13638,13638
199,ZCTA5 13639,86000US13639,13639
288,ZCTA5 13640,86000US13640,13640
49,ZCTA5 13641,86000US13641,13641
9849,ZCTA5 13642,86000US13642,13642
72,ZCTA5 13643,86000US13643,13643
2681,ZCTA5 13646,86000US13646,13646
68,ZCTA5 13647,86000US13647,13647
2094,ZCTA5 13648,86000US13648,13648
1433,ZCTA5 13650,86000US13650,13650
185,ZCTA5 13651,86000US13651,13651
1864,ZCTA5 13652,86000US13652,13652
3000,ZCTA5 13654,86000US13654,13654
3414,ZCTA5 13655,86000US13655,13655
2895,ZCTA5 13656,86000US13656,13656
1979,ZCTA5 13658,86000US13658,13658
568,ZCTA5 13659,86000US13659,13659
2019,ZCTA5 13660,86000US13660,13660
1676,ZCTA5 13661,86000US13661,13661
16692,ZCTA5 13662,86000US13662,13662
439,ZCTA5 13664,86000US13664,13664
1413,ZCTA5 13665,86000US13665,13665
361,ZCTA5 13666,86000US13666,13666
3017,ZCTA5 13667,86000US13667,13667
3484,ZCTA5 13668,86000US13668,13668
16436,ZCTA5 13669,86000US13669,13669
490,ZCTA5 13670,86000US13670,13670
826,ZCTA5 13672,86000US13672,13672
2228,ZCTA5 13673,86000US13673,13673
118,ZCTA5 13674,86000US13674,13674
89,ZCTA5 13675,86000US13675,13675
16728,ZCTA5 13676,86000US13676,13676
240,ZCTA5 13677,86000US13677,13677
163,ZCTA5 13678,86000US13678,13678
1810,ZCTA5 13679,86000US13679,13679
1301,ZCTA5 13680,86000US13680,13680
823,ZCTA5 13681,86000US13681,13681
896,ZCTA5 13682,86000US13682,13682
1116,ZCTA5 13684,86000US13684,13684
2306,ZCTA5 13685,86000US13685,13685
543,ZCTA5 13687,86000US13687,13687
935,ZCTA5 13690,86000US13690,13690
2948,ZCTA5 13691,86000US13691,13691
78,ZCTA5 13692,86000US13692,13692
534,ZCTA5 13693,86000US13693,13693
1581,ZCTA5 13694,86000US13694,13694
78,ZCTA5 13695,86000US13695,13695
63,ZCTA5 13696,86000US13696,13696
2009,ZCTA5 13697,86000US13697,13697
3185,ZCTA5 13730,86000US13730,13730
1066,ZCTA5 13731,86000US13731,13731
8101,ZCTA5 13732,86000US13732,13732
5332,ZCTA5 13733,86000US13733,13733
2703,ZCTA5 13734,86000US13734,13734
2252,ZCTA5 13736,86000US13736,13736
911,ZCTA5 13739,86000US13739,13739
475,ZCTA5 13740,86000US13740,13740
3794,ZCTA5 13743,86000US13743,13743
1284,ZCTA5 13744,86000US13744,13744
2216,ZCTA5 13746,86000US13746,13746
3907,ZCTA5 13748,86000US13748,13748
858,ZCTA5 13750,86000US13750,13750
156,ZCTA5 13751,86000US13751,13751
729,ZCTA5 13752,86000US13752,13752
5710,ZCTA5 13753,86000US13753,13753
3561,ZCTA5 13754,86000US13754,13754
1287,ZCTA5 13755,86000US13755,13755
498,ZCTA5 13756,86000US13756,13756
1098,ZCTA5 13757,86000US13757,13757
44585,ZCTA5 13760,86000US13760,13760
317,ZCTA5 13774,86000US13774,13774
1841,ZCTA5 13775,86000US13775,13775
551,ZCTA5 13776,86000US13776,13776
664,ZCTA5 13777,86000US13777,13777
5922,ZCTA5 13778,86000US13778,13778
1111,ZCTA5 13780,86000US13780,13780
611,ZCTA5 13782,86000US13782,13782
2199,ZCTA5 13783,86000US13783,13783
132,ZCTA5 13784,86000US13784,13784
664,ZCTA5 13786,86000US13786,13786
3543,ZCTA5 13787,86000US13787,13787
1042,ZCTA5 13788,86000US13788,13788
17858,ZCTA5 13790,86000US13790,13790
80,ZCTA5 13794,86000US13794,13794
3638,ZCTA5 13795,86000US13795,13795
1357,ZCTA5 13796,86000US13796,13796
2109,ZCTA5 13797,86000US13797,13797
1169,ZCTA5 13801,86000US13801,13801
912,ZCTA5 13802,86000US13802,13802
4153,ZCTA5 13803,86000US13803,13803
657,ZCTA5 13804,86000US13804,13804
260,ZCTA5 13806,86000US13806,13806
1217,ZCTA5 13807,86000US13807,13807
1362,ZCTA5 13808,86000US13808,13808
1706,ZCTA5 13809,86000US13809,13809
1104,ZCTA5 13810,86000US13810,13810
4228,ZCTA5 13811,86000US13811,13811
2299,ZCTA5 13812,86000US13812,13812
629,ZCTA5 13813,86000US13813,13813
13896,ZCTA5 13815,86000US13815,13815
22746,ZCTA5 13820,86000US13820,13820
3522,ZCTA5 13825,86000US13825,13825
0,ZCTA5 13826,86000US13826,13826
11649,ZCTA5 13827,86000US13827,13827
5020,ZCTA5 13830,86000US13830,13830
673,ZCTA5 13832,86000US13832,13832
4309,ZCTA5 13833,86000US13833,13833
47,ZCTA5 13834,86000US13834,13834
1326,ZCTA5 13835,86000US13835,13835
4450,ZCTA5 13838,86000US13838,13838
1214,ZCTA5 13839,86000US13839,13839
730,ZCTA5 13841,86000US13841,13841
702,ZCTA5 13842,86000US13842,13842
2007,ZCTA5 13843,86000US13843,13843
847,ZCTA5 13844,86000US13844,13844
60,ZCTA5 13845,86000US13845,13845
271,ZCTA5 13846,86000US13846,13846
48,ZCTA5 13847,86000US13847,13847
3893,ZCTA5 13849,86000US13849,13849
22080,ZCTA5 13850,86000US13850,13850
6570,ZCTA5 13856,86000US13856,13856
269,ZCTA5 13859,86000US13859,13859
17,ZCTA5 13860,86000US13860,13860
419,ZCTA5 13861,86000US13861,13861
4531,ZCTA5 13862,86000US13862,13862
793,ZCTA5 13863,86000US13863,13863
1096,ZCTA5 13864,86000US13864,13864
6373,ZCTA5 13865,86000US13865,13865
19006,ZCTA5 13901,86000US13901,13901
6172,ZCTA5 13902,86000US13902,13902
18735,ZCTA5 13903,86000US13903,13903
9626,ZCTA5 13904,86000US13904,13904
27543,ZCTA5 13905,86000US13905,13905
9790,ZCTA5 14001,86000US14001,14001
12284,ZCTA5 14004,86000US14004,14004
2032,ZCTA5 14005,86000US14005,14005
9612,ZCTA5 14006,86000US14006,14006
1295,ZCTA5 14008,86000US14008,14008
5532,ZCTA5 14009,86000US14009,14009
9957,ZCTA5 14011,86000US14011,14011
2515,ZCTA5 14012,86000US14012,14012
1732,ZCTA5 14013,86000US14013,14013
23120,ZCTA5 14020,86000US14020,14020
1700,ZCTA5 14024,86000US14024,14024
3210,ZCTA5 14025,86000US14025,14025
712,ZCTA5 14026,86000US14026,14026
1423,ZCTA5 14028,86000US14028,14028
1767,ZCTA5 14030,86000US14030,14030
9710,ZCTA5 14031,86000US14031,14031
7853,ZCTA5 14032,86000US14032,14032
2252,ZCTA5 14033,86000US14033,14033
3205,ZCTA5 14034,86000US14034,14034
167,ZCTA5 14035,86000US14035,14035
5119,ZCTA5 14036,86000US14036,14036
855,ZCTA5 14037,86000US14037,14037
86,ZCTA5 14039,86000US14039,14039
2365,ZCTA5 14040,86000US14040,14040
295,ZCTA5 14041,86000US14041,14041
3783,ZCTA5 14042,86000US14042,14042
24267,ZCTA5 14043,86000US14043,14043
6596,ZCTA5 14047,86000US14047,14047
14718,ZCTA5 14048,86000US14048,14048
20133,ZCTA5 14051,86000US14051,14051
17072,ZCTA5 14052,86000US14052,14052
1189,ZCTA5 14054,86000US14054,14054
1461,ZCTA5 14055,86000US14055,14055
8241,ZCTA5 14057,86000US14057,14057
2190,ZCTA5 14058,86000US14058,14058
9834,ZCTA5 14059,86000US14059,14059
531,ZCTA5 14060,86000US14060,14060
328,ZCTA5 14061,86000US14061,14061
3311,ZCTA5 14062,86000US14062,14062
14555,ZCTA5 14063,86000US14063,14063
1825,ZCTA5 14065,86000US14065,14065
1149,ZCTA5 14066,86000US14066,14066
5456,ZCTA5 14067,86000US14067,14067
7131,ZCTA5 14068,86000US14068,14068
738,ZCTA5 14069,86000US14069,14069
6050,ZCTA5 14070,86000US14070,14070
20580,ZCTA5 14072,86000US14072,14072
42837,ZCTA5 14075,86000US14075,14075
4467,ZCTA5 14080,86000US14080,14080
3167,ZCTA5 14081,86000US14081,14081
322,ZCTA5 14082,86000US14082,14082
7167,ZCTA5 14085,86000US14085,14085
32159,ZCTA5 14086,86000US14086,14086
1078,ZCTA5 14091,86000US14091,14091
11595,ZCTA5 14092,86000US14092,14092
50605,ZCTA5 14094,86000US14094,14094
3079,ZCTA5 14098,86000US14098,14098
2171,ZCTA5 14101,86000US14101,14101
1494,ZCTA5 14102,86000US14102,14102
10728,ZCTA5 14103,86000US14103,14103
4247,ZCTA5 14105,86000US14105,14105
5686,ZCTA5 14108,86000US14108,14108
813,ZCTA5 14109,86000US14109,14109
3456,ZCTA5 14111,86000US14111,14111
0,ZCTA5 14112,86000US14112,14112
620,ZCTA5 14113,86000US14113,14113
44800,ZCTA5 14120,86000US14120,14120
3765,ZCTA5 14125,86000US14125,14125
685,ZCTA5 14126,86000US14126,14126
30329,ZCTA5 14127,86000US14127,14127
1436,ZCTA5 14129,86000US14129,14129
234,ZCTA5 14130,86000US14130,14130
4828,ZCTA5 14131,86000US14131,14131
6933,ZCTA5 14132,86000US14132,14132
111,ZCTA5 14134,86000US14134,14134
143,ZCTA5 14135,86000US14135,14135
5109,ZCTA5 14136,86000US14136,14136
2250,ZCTA5 14138,86000US14138,14138
2028,ZCTA5 14139,86000US14139,14139
7684,ZCTA5 14141,86000US14141,14141
1076,ZCTA5 14143,86000US14143,14143
1522,ZCTA5 14145,86000US14145,14145
41908,ZCTA5 14150,86000US14150,14150
1765,ZCTA5 14167,86000US14167,14167
111,ZCTA5 14168,86000US14168,14168
320,ZCTA5 14169,86000US14169,14169
2370,ZCTA5 14170,86000US14170,14170
2005,ZCTA5 14171,86000US14171,14171
